Studiekode;Studienavn;Lærested;Studiested;Utdanningsområde og -type;Kvote;Opptaksrunde;År;Poenggrense;2020;2021;2022;2023;2024;2025;2026;Kolonne1
191345;Økonomi og administrasjon - siviløkonom;NHH;;ØKADM;Ordinær kvote;Hovedopptak;2020;57,8;57,8;;;;;;;
191345;Økonomi og administrasjon - siviløkonom;NHH;Bergen;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;54,8;;;;;;;54,8;
191345;Økonomi og administrasjon - siviløkonom;NHH;Bergen;ØKADM;Ordinær kvote;Hovedopptak;2026;59,9;;;;;;;59,9;
192369;Økonomi og administrasjon;NMBU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;46,2;;;;;;46,2;;
192369;Økonomi og administrasjon;NMBU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;45,8;;;;;45,8;;;
192369;Økonomi og administrasjon;NMBU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;46,3;;;;46,3;;;;
192369;Økonomi og administrasjon;NMBU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;44,5;;;44,5;;;;;
192369;Økonomi og administrasjon;NMBU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;44,7;;44,7;;;;;;
192369;Økonomi og administrasjon;NMBU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;44,3;44,3;;;;;;;
192369;Økonomi og administrasjon;NMBU;;ØKADM;Ordinær kvote;Hovedopptak;2025;49,5;;;;;;49,5;;
192369;Økonomi og administrasjon;NMBU;;ØKADM;Ordinær kvote;Hovedopptak;2024;48,6;;;;;48,6;;;
192369;Økonomi og administrasjon;NMBU;;ØKADM;Ordinær kvote;Hovedopptak;2023;47,7;;;;47,7;;;;
192369;Økonomi og administrasjon;NMBU;;ØKADM;Ordinær kvote;Hovedopptak;2022;49,3;;;49,3;;;;;
192369;Økonomi og administrasjon;NMBU;;ØKADM;Ordinær kvote;Hovedopptak;2021;50,8;;50,8;;;;;;
192369;Økonomi og administrasjon;NMBU;;ØKADM;Ordinær kvote;Hovedopptak;2020;49,3;49,3;;;;;;;
192369;Økonomi og administrasjon;NMBU;Ås;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;47,5;;;;;;;47,5;
192369;Økonomi og administrasjon;NMBU;Ås;ØKADM;Ordinær kvote;Hovedopptak;2026;50,4;;;;;;;50,4;
194035;Økonomi og administrasjon;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;53;;;;;;53;;
194035;Økonomi og administrasjon;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;52,3;;;;;52,3;;;
194035;Økonomi og administrasjon;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;52,2;;;;52,2;;;;
194035;Økonomi og administrasjon;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;51,9;;;51,9;;;;;
194035;Økonomi og administrasjon;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;51;;51;;;;;;
194035;Økonomi og administrasjon;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;50,1;50,1;;;;;;;
194035;Økonomi og administrasjon;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2025;58,2;;;;;;58,2;;
194035;Økonomi og administrasjon;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2024;57;;;;;57;;;
194035;Økonomi og administrasjon;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2023;56,1;;;;56,1;;;;
194035;Økonomi og administrasjon;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2022;55,9;;;55,9;;;;;
194035;Økonomi og administrasjon;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2021;54,3;;54,3;;;;;;
194035;Økonomi og administrasjon;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2020;53,3;53,3;;;;;;;
194035;Økonomi og administrasjon;NTNU;Trondheim;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;52,7;;;;;;;52,7;
194035;Økonomi og administrasjon;NTNU;Trondheim;ØKADM;Ordinær kvote;Hovedopptak;2026;58,2;;;;;;;58,2;
194218;Økonomi og administrasjon, årsstudium;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;52,3;;;;;52,3;;;
194218;Økonomi og administrasjon, årsstudium;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;53,5;;;;53,5;;;;
194218;Økonomi og administrasjon, årsstudium;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;52,7;;;52,7;;;;;
194218;Økonomi og administrasjon, årsstudium;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;53,3;;53,3;;;;;;
194218;Økonomi og administrasjon, årsstudium;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;51,5;51,5;;;;;;;
194218;Økonomi og administrasjon, årsstudium;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2024;63,2;;;;;63,2;;;
194218;Økonomi og administrasjon, årsstudium;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2023;61,3;;;;61,3;;;;
194218;Økonomi og administrasjon, årsstudium;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2022;60,8;;;60,8;;;;;
194218;Økonomi og administrasjon, årsstudium;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2021;62,6;;62,6;;;;;;
194218;Økonomi og administrasjon, årsstudium;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2020;63;63;;;;;;;
194218;Økonomi og administrasjon, årsstudium;NTNU;Trondheim;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;52,2;;;;;;52,2;;
194218;Økonomi og administrasjon, årsstudium;NTNU;Trondheim;ØKADM;Ordinær kvote;Hovedopptak;2025;62,7;;;;;;62,7;;
194345;Økonomi og administrasjon, siviløkonom;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;54,3;;;;;;54,3;;
194345;Økonomi og administrasjon, siviløkonom;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;53,9;;;;;53,9;;;
194345;Økonomi og administrasjon, siviløkonom;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;53,6;;;;53,6;;;;
194345;Økonomi og administrasjon, siviløkonom;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;53,5;;;53,5;;;;;
194345;Økonomi og administrasjon, siviløkonom;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2025;61,3;;;;;;61,3;;
194345;Økonomi og administrasjon, siviløkonom;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2024;60,4;;;;;60,4;;;
194345;Økonomi og administrasjon, siviløkonom;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2023;59,1;;;;59,1;;;;
194345;Økonomi og administrasjon, siviløkonom;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2022;58;;;58;;;;;
194345;Økonomi og administrasjon, siviløkonom;NTNU;Trondheim;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;54;;;;;;;54;
194345;Økonomi og administrasjon, siviløkonom;NTNU;Trondheim;ØKADM;Ordinær kvote;Hovedopptak;2026;60,5;;;;;;;60,5;
194515;Økonomi, administrasjon og internasjonal business;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;46,5;;;;;;46,5;;
194515;Økonomi, administrasjon og internasjonal business;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2025;49,1;;;;;;49,1;;
194515;Økonomi, administrasjon og internasjonal business;NTNU;Ålesund;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;47,3;;;;;;;47,3;
194515;Økonomi, administrasjon og internasjonal business;NTNU;Ålesund;ØKADM;Ordinær kvote;Hovedopptak;2026;50;;;;;;;50;
194591;Økonomi og ledelse, bachelor;NTNU;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;42,1;;;;;;42,1;;
194591;Økonomi og ledelse, bachelor;NTNU;;ØKADM;Ordinær kvote;Hovedopptak;2025;41,8;;;;;;41,8;;
194591;Økonomi og ledelse, bachelor;NTNU;Gjøvik;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;42,2;;;;;;;42,2;
194591;Økonomi og ledelse, bachelor;NTNU;Gjøvik;ØKADM;Ordinær kvote;Hovedopptak;2026;41,5;;;;;;;41,5;
201345;Økonomi og administrasjon - siviløkonom;UIA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;45,2;;;;;;45,2;;
201345;Økonomi og administrasjon - siviløkonom;UIA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;44,8;;;;;44,8;;;
201345;Økonomi og administrasjon - siviløkonom;UIA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;45,6;;;;45,6;;;;
201345;Økonomi og administrasjon - siviløkonom;UIA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;44,7;;;44,7;;;;;
201345;Økonomi og administrasjon - siviløkonom;UIA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;46;;46;;;;;;
201345;Økonomi og administrasjon - siviløkonom;UIA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;46;46;;;;;;;
201345;Økonomi og administrasjon - siviløkonom;UIA;;ØKADM;Ordinær kvote;Hovedopptak;2025;45,9;;;;;;45,9;;
201345;Økonomi og administrasjon - siviløkonom;UIA;;ØKADM;Ordinær kvote;Hovedopptak;2024;46;;;;;46;;;
201345;Økonomi og administrasjon - siviløkonom;UIA;;ØKADM;Ordinær kvote;Hovedopptak;2023;45,6;;;;45,6;;;;
201345;Økonomi og administrasjon - siviløkonom;UIA;;ØKADM;Ordinær kvote;Hovedopptak;2022;44,2;;;44,2;;;;;
201345;Økonomi og administrasjon - siviløkonom;UIA;;ØKADM;Ordinær kvote;Hovedopptak;2021;46,5;;46,5;;;;;;
201345;Økonomi og administrasjon - siviløkonom;UIA;;ØKADM;Ordinær kvote;Hovedopptak;2020;47,2;47,2;;;;;;;
201345;Økonomi og administrasjon - siviløkonom;UIA;Kristiansand;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;45,6;;;;;;;45,6;
201345;Økonomi og administrasjon - siviløkonom;UIA;Kristiansand;ØKADM;Ordinær kvote;Hovedopptak;2026;46,5;;;;;;;46,5;
201369;Økonomi og administrasjon;UIA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;48,4;;;;;;48,4;;
201369;Økonomi og administrasjon;UIA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;47,8;;;;;47,8;;;
201369;Økonomi og administrasjon;UIA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;47,4;;;;47,4;;;;
201369;Økonomi og administrasjon;UIA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;46,3;;;46,3;;;;;
201369;Økonomi og administrasjon;UIA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;46,4;;46,4;;;;;;
201369;Økonomi og administrasjon;UIA;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;45;45;;;;;;;
201369;Økonomi og administrasjon;UIA;;ØKADM;Ordinær kvote;Hovedopptak;2025;50;;;;;;50;;
201369;Økonomi og administrasjon;UIA;;ØKADM;Ordinær kvote;Hovedopptak;2024;50;;;;;50;;;
201369;Økonomi og administrasjon;UIA;;ØKADM;Ordinær kvote;Hovedopptak;2023;49;;;;49;;;;
201369;Økonomi og administrasjon;UIA;;ØKADM;Ordinær kvote;Hovedopptak;2022;47,2;;;47,2;;;;;
201369;Økonomi og administrasjon;UIA;;ØKADM;Ordinær kvote;Hovedopptak;2021;48;;48;;;;;;
201369;Økonomi og administrasjon;UIA;;ØKADM;Ordinær kvote;Hovedopptak;2020;47,1;47,1;;;;;;;
201369;Økonomi og administrasjon;UIA;Kristiansand;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;48,8;;;;;;;48,8;
201369;Økonomi og administrasjon;UIA;Kristiansand;ØKADM;Ordinær kvote;Hovedopptak;2026;50,9;;;;;;;50,9;
203369;Økonomi og administrasjon, Bergen;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;51,7;;;;;;51,7;;
203369;Økonomi og administrasjon, Bergen;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;50,9;;;;;50,9;;;
203369;Økonomi og administrasjon, Bergen;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;51;;;;51;;;;
203369;Økonomi og administrasjon, Bergen;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;49;;;49;;;;;
203369;Økonomi og administrasjon, Bergen;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;48,6;;48,6;;;;;;
203369;Økonomi og administrasjon, Bergen;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;47,5;47,5;;;;;;;
203369;Økonomi og administrasjon, Bergen;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2025;55,8;;;;;;55,8;;
203369;Økonomi og administrasjon, Bergen;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2024;54,3;;;;;54,3;;;
203369;Økonomi og administrasjon, Bergen;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2023;54,4;;;;54,4;;;;
203369;Økonomi og administrasjon, Bergen;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2022;52,2;;;52,2;;;;;
203369;Økonomi og administrasjon, Bergen;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2021;52,6;;52,6;;;;;;
203369;Økonomi og administrasjon, Bergen;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2020;50,9;50,9;;;;;;;
203369;Økonomi og administrasjon, Bergen;HVL;Bergen;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;51,3;;;;;;;51,3;
203369;Økonomi og administrasjon, Bergen;HVL;Bergen;ØKADM;Ordinær kvote;Hovedopptak;2026;55,8;;;;;;;55,8;
203404;Økonomi og administrasjon, Haugesund;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;0;;;;;;0;;
203404;Økonomi og administrasjon, Haugesund;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;0;;;;;0;;;
203404;Økonomi og administrasjon, Haugesund;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;0;;;;0;;;;
203404;Økonomi og administrasjon, Haugesund;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;0;;;0;;;;;
203404;Økonomi og administrasjon, Haugesund;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;33;;33;;;;;;
203404;Økonomi og administrasjon, Haugesund;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;32,3;32,3;;;;;;;
203404;Økonomi og administrasjon, Haugesund;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2025;0;;;;;;0;;
203404;Økonomi og administrasjon, Haugesund;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2024;0;;;;;0;;;
203404;Økonomi og administrasjon, Haugesund;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2023;0;;;;0;;;;
203404;Økonomi og administrasjon, Haugesund;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2022;0;;;0;;;;;
203404;Økonomi og administrasjon, Haugesund;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2021;38,5;;38,5;;;;;;
203404;Økonomi og administrasjon, Haugesund;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2020;39,5;39,5;;;;;;;
203404;Økonomi og administrasjon, Haugesund;HVL;Haugesund;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;33,3;;;;;;;33,3;
203404;Økonomi og administrasjon, Haugesund;HVL;Haugesund;ØKADM;Ordinær kvote;Hovedopptak;2026;28,7;;;;;;;28,7;
203515;Økonomi og administrasjon, Sogndal;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;0;;;;;;0;;
203515;Økonomi og administrasjon, Sogndal;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;0;;;;;0;;;
203515;Økonomi og administrasjon, Sogndal;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;0;;;;0;;;;
203515;Økonomi og administrasjon, Sogndal;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;0;;;0;;;;;
203515;Økonomi og administrasjon, Sogndal;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;36;;36;;;;;;
203515;Økonomi og administrasjon, Sogndal;HVL;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;37,5;37,5;;;;;;;
203515;Økonomi og administrasjon, Sogndal;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2025;0;;;;;;0;;
203515;Økonomi og administrasjon, Sogndal;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2024;0;;;;;0;;;
203515;Økonomi og administrasjon, Sogndal;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2023;0;;;;0;;;;
203515;Økonomi og administrasjon, Sogndal;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2022;0;;;0;;;;;
203515;Økonomi og administrasjon, Sogndal;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2021;39,3;;39,3;;;;;;
203515;Økonomi og administrasjon, Sogndal;HVL;;ØKADM;Ordinær kvote;Hovedopptak;2020;38,6;38,6;;;;;;;
203515;Økonomi og administrasjon, Sogndal;HVL;Sogndal;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;0;;;;;;;0;
203515;Økonomi og administrasjon, Sogndal;HVL;Sogndal;ØKADM;Ordinær kvote;Hovedopptak;2026;0;;;;;;;0;
204164;Økonomi og administrasjon, Bodø, årsstudium;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;0;;;;;;0;;
204164;Økonomi og administrasjon, Bodø, årsstudium;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;0;;;;;0;;;
204164;Økonomi og administrasjon, Bodø, årsstudium;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;0;;;;0;;;;
204164;Økonomi og administrasjon, Bodø, årsstudium;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;0;;;0;;;;;
204164;Økonomi og administrasjon, Bodø, årsstudium;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;0;;0;;;;;;
204164;Økonomi og administrasjon, Bodø, årsstudium;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;36,4;36,4;;;;;;;
204164;Økonomi og administrasjon, Bodø, årsstudium;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2025;0;;;;;;0;;
204164;Økonomi og administrasjon, Bodø, årsstudium;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2024;0;;;;;0;;;
204164;Økonomi og administrasjon, Bodø, årsstudium;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2023;0;;;;0;;;;
204164;Økonomi og administrasjon, Bodø, årsstudium;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2022;0;;;0;;;;;
204164;Økonomi og administrasjon, Bodø, årsstudium;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2021;0;;0;;;;;;
204164;Økonomi og administrasjon, Bodø, årsstudium;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2020;41;41;;;;;;;
204164;Økonomi og administrasjon, Bodø, årsstudium;NORD;Bodø;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;0;;;;;;;0;
204164;Økonomi og administrasjon, Bodø, årsstudium;NORD;Bodø;ØKADM;Ordinær kvote;Hovedopptak;2026;0;;;;;;;0;
204342;Økonomi og administrasjon, Bodø, bachelor;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;0;;;;;;0;;
204342;Økonomi og administrasjon, Bodø, bachelor;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;0;;;;;0;;;
204342;Økonomi og administrasjon, Bodø, bachelor;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;33,7;;;;33,7;;;;
204342;Økonomi og administrasjon, Bodø, bachelor;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;34,7;;;34,7;;;;;
204342;Økonomi og administrasjon, Bodø, bachelor;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;35,7;;35,7;;;;;;
204342;Økonomi og administrasjon, Bodø, bachelor;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;35,7;35,7;;;;;;;
204342;Økonomi og administrasjon, Bodø, bachelor;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2025;0;;;;;;0;;
204342;Økonomi og administrasjon, Bodø, bachelor;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2024;0;;;;;0;;;
204342;Økonomi og administrasjon, Bodø, bachelor;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2023;41,3;;;;41,3;;;;
204342;Økonomi og administrasjon, Bodø, bachelor;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2022;37,8;;;37,8;;;;;
204342;Økonomi og administrasjon, Bodø, bachelor;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2021;41,2;;41,2;;;;;;
204342;Økonomi og administrasjon, Bodø, bachelor;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2020;42,8;42,8;;;;;;;
204342;Økonomi og administrasjon, Bodø, bachelor;NORD;Bodø;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;0;;;;;;;0;
204342;Økonomi og administrasjon, Bodø, bachelor;NORD;Bodø;ØKADM;Ordinær kvote;Hovedopptak;2026;0;;;;;;;0;
204345;Økonomi og administrasjon - siviløkonom;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;0;;;;;;0;;
204345;Økonomi og administrasjon - siviløkonom;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;36,9;;;;;36,9;;;
204345;Økonomi og administrasjon - siviløkonom;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;40,5;;;;40,5;;;;
204345;Økonomi og administrasjon - siviløkonom;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;40,9;;;40,9;;;;;
204345;Økonomi og administrasjon - siviløkonom;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;41,6;;41,6;;;;;;
204345;Økonomi og administrasjon - siviløkonom;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;38,1;38,1;;;;;;;
204345;Økonomi og administrasjon - siviløkonom;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2025;0;;;;;;0;;
204345;Økonomi og administrasjon - siviløkonom;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2024;43,2;;;;;43,2;;;
204345;Økonomi og administrasjon - siviløkonom;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2023;40,1;;;;40,1;;;;
204345;Økonomi og administrasjon - siviløkonom;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2022;39,8;;;39,8;;;;;
204345;Økonomi og administrasjon - siviløkonom;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2021;44,2;;44,2;;;;;;
204345;Økonomi og administrasjon - siviløkonom;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2020;44,8;44,8;;;;;;;
204345;Økonomi og administrasjon - siviløkonom;NORD;Bodø;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2026;0;;;;;;;0;
204345;Økonomi og administrasjon - siviløkonom;NORD;Bodø;ØKADM;Ordinær kvote;Hovedopptak;2026;0;;;;;;;0;
204404;Økonomi og administrasjon, Steinkjer, bachelor;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2025;0;;;;;;0;;
204404;Økonomi og administrasjon, Steinkjer, bachelor;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2024;0;;;;;0;;;
204404;Økonomi og administrasjon, Steinkjer, bachelor;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2023;0;;;;0;;;;
204404;Økonomi og administrasjon, Steinkjer, bachelor;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2022;0;;;0;;;;;
204404;Økonomi og administrasjon, Steinkjer, bachelor;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2021;0;;0;;;;;;
204404;Økonomi og administrasjon, Steinkjer, bachelor;NORD;;ØKADM;Førstegangsvitnemålskvote;Hovedopptak;2020;0;0;;;;;;;
204404;Økonomi og administrasjon, Steinkjer, bachelor;NORD;;ØKADM;Ordinær kvote;Hovedopptak;2025;0;;;;;;0;;
