Kvote;Lærested;Measure Names;Opptaksrunde;Studiekode;Studienavn;Studiested;Utdanningsområde og -type;År;Measure Values
Førstegangsvitnemålskvote;UIT;Poenggrense;Suppleringsopptak;186 860;Kjemi;Tromsø;REALFAG;2020;0
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Suppleringsopptak;186 860;Kjemi;Tromsø;REALFAG;2020;0
Ordinær kvote;UIT;Poenggrense;Suppleringsopptak;186 860;Kjemi;Tromsø;REALFAG;2020;0
Ordinær kvote;UIT;Søkere på venteliste;Suppleringsopptak;186 860;Kjemi;Tromsø;REALFAG;2020;0
Førstegangsvitnemålskvote;NTNU;Poenggrense;Hovedopptak;194 860;Kjemi;Trondheim;REALFAG;2020;48.5
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Hovedopptak;194 860;Kjemi;Trondheim;REALFAG;2020;14
Ordinær kvote;NTNU;Poenggrense;Hovedopptak;194 860;Kjemi;Trondheim;REALFAG;2020;45.1
Ordinær kvote;NTNU;Søkere på venteliste;Hovedopptak;194 860;Kjemi;Trondheim;REALFAG;2020;15
Førstegangsvitnemålskvote;NTNU;Poenggrense;Suppleringsopptak;194 860;Kjemi;Trondheim;REALFAG;2020;48.5
Førstegangsvitnemålskvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 860;Kjemi;Trondheim;REALFAG;2020;7
Ordinær kvote;NTNU;Poenggrense;Suppleringsopptak;194 860;Kjemi;Trondheim;REALFAG;2020;45.1
Ordinær kvote;NTNU;Søkere på venteliste;Suppleringsopptak;194 860;Kjemi;Trondheim;REALFAG;2020;7
Førstegangsvitnemålskvote;UIO;Poenggrense;Hovedopptak;185 860;Kjemi og biokjemi;Oslo;REALFAG;2020;45.9
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Hovedopptak;185 860;Kjemi og biokjemi;Oslo;REALFAG;2020;7
Ordinær kvote;UIO;Poenggrense;Hovedopptak;185 860;Kjemi og biokjemi;Oslo;REALFAG;2020;44.2
Ordinær kvote;UIO;Søkere på venteliste;Hovedopptak;185 860;Kjemi og biokjemi;Oslo;REALFAG;2020;14
Førstegangsvitnemålskvote;UIO;Poenggrense;Suppleringsopptak;185 860;Kjemi og biokjemi;Oslo;REALFAG;2020;45.9
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Suppleringsopptak;185 860;Kjemi og biokjemi;Oslo;REALFAG;2020;3
Ordinær kvote;UIO;Poenggrense;Suppleringsopptak;185 860;Kjemi og biokjemi;Oslo;REALFAG;2020;44.2
Ordinær kvote;UIO;Søkere på venteliste;Suppleringsopptak;185 860;Kjemi og biokjemi;Oslo;REALFAG;2020;7
Førstegangsvitnemålskvote;NMBU;Poenggrense;Hovedopptak;192 783;Kjemi og bioteknologi;Ås;TEKNO - SIVING;2020;51.5
Førstegangsvitnemålskvote;NMBU;Søkere på venteliste;Hovedopptak;192 783;Kjemi og bioteknologi;Ås;TEKNO - SIVING;2020;19
Ordinær kvote;NMBU;Poenggrense;Hovedopptak;192 783;Kjemi og bioteknologi;Ås;TEKNO - SIVING;2020;52
Ordinær kvote;NMBU;Søkere på venteliste;Hovedopptak;192 783;Kjemi og bioteknologi;Ås;TEKNO - SIVING;2020;30
Førstegangsvitnemålskvote;NMBU;Poenggrense;Suppleringsopptak;192 783;Kjemi og bioteknologi;Ås;TEKNO - SIVING;2020;51.5
Førstegangsvitnemålskvote;NMBU;Søkere på venteliste;Suppleringsopptak;192 783;Kjemi og bioteknologi;Ås;TEKNO - SIVING;2020;11
Ordinær kvote;NMBU;Poenggrense;Suppleringsopptak;192 783;Kjemi og bioteknologi;Ås;TEKNO - SIVING;2020;52
Ordinær kvote;NMBU;Søkere på venteliste;Suppleringsopptak;192 783;Kjemi og bioteknologi;Ås;TEKNO - SIVING;2020;20
Førstegangsvitnemålskvote;UIB;Poenggrense;Hovedopptak;184 222;Kjønn, seksualitet og mangfold, årsstudium;Bergen;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIB;Søkere på venteliste;Hovedopptak;184 222;Kjønn, seksualitet og mangfold, årsstudium;Bergen;HISTORIE;2020;0
Ordinær kvote;UIB;Poenggrense;Hovedopptak;184 222;Kjønn, seksualitet og mangfold, årsstudium;Bergen;HISTORIE;2020;0
Ordinær kvote;UIB;Søkere på venteliste;Hovedopptak;184 222;Kjønn, seksualitet og mangfold, årsstudium;Bergen;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIB;Poenggrense;Suppleringsopptak;184 222;Kjønn, seksualitet og mangfold, årsstudium;Bergen;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIB;Søkere på venteliste;Suppleringsopptak;184 222;Kjønn, seksualitet og mangfold, årsstudium;Bergen;HISTORIE;2020;0
Ordinær kvote;UIB;Poenggrense;Suppleringsopptak;184 222;Kjønn, seksualitet og mangfold, årsstudium;Bergen;HISTORIE;2020;0
Ordinær kvote;UIB;Søkere på venteliste;Suppleringsopptak;184 222;Kjønn, seksualitet og mangfold, årsstudium;Bergen;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIB;Poenggrense;Hovedopptak;184 873;Kjønn, seksualitet og mangfold, bachelor;Bergen;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIB;Søkere på venteliste;Hovedopptak;184 873;Kjønn, seksualitet og mangfold, bachelor;Bergen;HISTORIE;2020;0
Ordinær kvote;UIB;Poenggrense;Hovedopptak;184 873;Kjønn, seksualitet og mangfold, bachelor;Bergen;HISTORIE;2020;0
Ordinær kvote;UIB;Søkere på venteliste;Hovedopptak;184 873;Kjønn, seksualitet og mangfold, bachelor;Bergen;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIB;Poenggrense;Suppleringsopptak;184 873;Kjønn, seksualitet og mangfold, bachelor;Bergen;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIB;Søkere på venteliste;Suppleringsopptak;184 873;Kjønn, seksualitet og mangfold, bachelor;Bergen;HISTORIE;2020;0
Ordinær kvote;UIB;Poenggrense;Suppleringsopptak;184 873;Kjønn, seksualitet og mangfold, bachelor;Bergen;HISTORIE;2020;0
Ordinær kvote;UIB;Søkere på venteliste;Suppleringsopptak;184 873;Kjønn, seksualitet og mangfold, bachelor;Bergen;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIO;Poenggrense;Hovedopptak;185 901;Klart språk;Oslo;SPRÅK;2020;0
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Hovedopptak;185 901;Klart språk;Oslo;SPRÅK;2020;0
Ordinær kvote;UIO;Poenggrense;Hovedopptak;185 901;Klart språk;Oslo;SPRÅK;2020;47.9
Ordinær kvote;UIO;Søkere på venteliste;Hovedopptak;185 901;Klart språk;Oslo;SPRÅK;2020;21
Førstegangsvitnemålskvote;UIO;Poenggrense;Suppleringsopptak;185 901;Klart språk;Oslo;SPRÅK;2020;0
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Suppleringsopptak;185 901;Klart språk;Oslo;SPRÅK;2020;0
Ordinær kvote;UIO;Poenggrense;Suppleringsopptak;185 901;Klart språk;Oslo;SPRÅK;2020;47.9
Ordinær kvote;UIO;Søkere på venteliste;Suppleringsopptak;185 901;Klart språk;Oslo;SPRÅK;2020;13
Førstegangsvitnemålskvote;UIB;Poenggrense;Hovedopptak;184 455;Klassisk filologi;Bergen;SPRÅK;2020;0
Førstegangsvitnemålskvote;UIB;Søkere på venteliste;Hovedopptak;184 455;Klassisk filologi;Bergen;SPRÅK;2020;0
Ordinær kvote;UIB;Poenggrense;Hovedopptak;184 455;Klassisk filologi;Bergen;SPRÅK;2020;0
Ordinær kvote;UIB;Søkere på venteliste;Hovedopptak;184 455;Klassisk filologi;Bergen;SPRÅK;2020;0
Førstegangsvitnemålskvote;UIB;Poenggrense;Suppleringsopptak;184 455;Klassisk filologi;Bergen;SPRÅK;2020;0
Førstegangsvitnemålskvote;UIB;Søkere på venteliste;Suppleringsopptak;184 455;Klassisk filologi;Bergen;SPRÅK;2020;0
Ordinær kvote;UIB;Poenggrense;Suppleringsopptak;184 455;Klassisk filologi;Bergen;SPRÅK;2020;0
Ordinær kvote;UIB;Søkere på venteliste;Suppleringsopptak;184 455;Klassisk filologi;Bergen;SPRÅK;2020;0
Førstegangsvitnemålskvote;UIO;Poenggrense;Hovedopptak;185 459;Klassiske språk;Oslo;SPRÅK;2020;0
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Hovedopptak;185 459;Klassiske språk;Oslo;SPRÅK;2020;0
Ordinær kvote;UIO;Poenggrense;Hovedopptak;185 459;Klassiske språk;Oslo;SPRÅK;2020;54
Ordinær kvote;UIO;Søkere på venteliste;Hovedopptak;185 459;Klassiske språk;Oslo;SPRÅK;2020;28
Førstegangsvitnemålskvote;UIO;Poenggrense;Suppleringsopptak;185 459;Klassiske språk;Oslo;SPRÅK;2020;0
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Suppleringsopptak;185 459;Klassiske språk;Oslo;SPRÅK;2020;0
Ordinær kvote;UIO;Poenggrense;Suppleringsopptak;185 459;Klassiske språk;Oslo;SPRÅK;2020;54
Ordinær kvote;UIO;Søkere på venteliste;Suppleringsopptak;185 459;Klassiske språk;Oslo;SPRÅK;2020;18
Førstegangsvitnemålskvote;UIT;Poenggrense;Hovedopptak;186 769;Klima og miljøovervåkning;Tromsø;TEKNO - SIVING;2020;0
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Hovedopptak;186 769;Klima og miljøovervåkning;Tromsø;TEKNO - SIVING;2020;0
Ordinær kvote;UIT;Poenggrense;Hovedopptak;186 769;Klima og miljøovervåkning;Tromsø;TEKNO - SIVING;2020;0
Ordinær kvote;UIT;Søkere på venteliste;Hovedopptak;186 769;Klima og miljøovervåkning;Tromsø;TEKNO - SIVING;2020;0
Førstegangsvitnemålskvote;UIT;Poenggrense;Suppleringsopptak;186 769;Klima og miljøovervåkning;Tromsø;TEKNO - SIVING;2020;0
Førstegangsvitnemålskvote;UIT;Søkere på venteliste;Suppleringsopptak;186 769;Klima og miljøovervåkning;Tromsø;TEKNO - SIVING;2020;0
Ordinær kvote;UIT;Poenggrense;Suppleringsopptak;186 769;Klima og miljøovervåkning;Tromsø;TEKNO - SIVING;2020;0
Ordinær kvote;UIT;Søkere på venteliste;Suppleringsopptak;186 769;Klima og miljøovervåkning;Tromsø;TEKNO - SIVING;2020;0
Førstegangsvitnemålskvote;UIO;Poenggrense;Hovedopptak;185 713;Klinisk ernæring;Oslo;HELSEFAG - ERNÆRING;2020;50.8
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Hovedopptak;185 713;Klinisk ernæring;Oslo;HELSEFAG - ERNÆRING;2020;44
Ordinær kvote;UIO;Poenggrense;Hovedopptak;185 713;Klinisk ernæring;Oslo;HELSEFAG - ERNÆRING;2020;59.6
Ordinær kvote;UIO;Søkere på venteliste;Hovedopptak;185 713;Klinisk ernæring;Oslo;HELSEFAG - ERNÆRING;2020;98
Førstegangsvitnemålskvote;UIO;Poenggrense;Suppleringsopptak;185 713;Klinisk ernæring;Oslo;HELSEFAG - ERNÆRING;2020;50.8
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Suppleringsopptak;185 713;Klinisk ernæring;Oslo;HELSEFAG - ERNÆRING;2020;22
Ordinær kvote;UIO;Poenggrense;Suppleringsopptak;185 713;Klinisk ernæring;Oslo;HELSEFAG - ERNÆRING;2020;59.6
Ordinær kvote;UIO;Søkere på venteliste;Suppleringsopptak;185 713;Klinisk ernæring;Oslo;HELSEFAG - ERNÆRING;2020;57
Førstegangsvitnemålskvote;UIB;Poenggrense;Hovedopptak;184 837;Kognitiv vitenskap;Bergen;INFOTEKN;2020;51.3
Førstegangsvitnemålskvote;UIB;Søkere på venteliste;Hovedopptak;184 837;Kognitiv vitenskap;Bergen;INFOTEKN;2020;136
Ordinær kvote;UIB;Poenggrense;Hovedopptak;184 837;Kognitiv vitenskap;Bergen;INFOTEKN;2020;55
Ordinær kvote;UIB;Søkere på venteliste;Hovedopptak;184 837;Kognitiv vitenskap;Bergen;INFOTEKN;2020;279
Førstegangsvitnemålskvote;UIB;Poenggrense;Suppleringsopptak;184 837;Kognitiv vitenskap;Bergen;INFOTEKN;2020;51.3
Førstegangsvitnemålskvote;UIB;Søkere på venteliste;Suppleringsopptak;184 837;Kognitiv vitenskap;Bergen;INFOTEKN;2020;67
Ordinær kvote;UIB;Poenggrense;Suppleringsopptak;184 837;Kognitiv vitenskap;Bergen;INFOTEKN;2020;55
Ordinær kvote;UIB;Søkere på venteliste;Suppleringsopptak;184 837;Kognitiv vitenskap;Bergen;INFOTEKN;2020;154
Førstegangsvitnemålskvote;HIØ;Poenggrense;Hovedopptak;224 455;Kommunikasjon, bachelor;Halden;MEDIEFAG;2020;0
Førstegangsvitnemålskvote;HIØ;Søkere på venteliste;Hovedopptak;224 455;Kommunikasjon, bachelor;Halden;MEDIEFAG;2020;0
Ordinær kvote;HIØ;Poenggrense;Hovedopptak;224 455;Kommunikasjon, bachelor;Halden;MEDIEFAG;2020;0
Ordinær kvote;HIØ;Søkere på venteliste;Hovedopptak;224 455;Kommunikasjon, bachelor;Halden;MEDIEFAG;2020;0
Førstegangsvitnemålskvote;HIØ;Poenggrense;Suppleringsopptak;224 455;Kommunikasjon, bachelor;Halden;MEDIEFAG;2020;0
Førstegangsvitnemålskvote;HIØ;Søkere på venteliste;Suppleringsopptak;224 455;Kommunikasjon, bachelor;Halden;MEDIEFAG;2020;0
Ordinær kvote;HIØ;Poenggrense;Suppleringsopptak;224 455;Kommunikasjon, bachelor;Halden;MEDIEFAG;2020;0
Ordinær kvote;HIØ;Søkere på venteliste;Suppleringsopptak;224 455;Kommunikasjon, bachelor;Halden;MEDIEFAG;2020;0
Førstegangsvitnemålskvote;UIA;Poenggrense;Hovedopptak;201 794;Kommunikasjon, kommunikasjon og medier, årsstudium;Kristiansand;MEDIEFAG;2020;33.5
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Hovedopptak;201 794;Kommunikasjon, kommunikasjon og medier, årsstudium;Kristiansand;MEDIEFAG;2020;16
Ordinær kvote;UIA;Poenggrense;Hovedopptak;201 794;Kommunikasjon, kommunikasjon og medier, årsstudium;Kristiansand;MEDIEFAG;2020;46.7
Ordinær kvote;UIA;Søkere på venteliste;Hovedopptak;201 794;Kommunikasjon, kommunikasjon og medier, årsstudium;Kristiansand;MEDIEFAG;2020;88
Førstegangsvitnemålskvote;UIA;Poenggrense;Suppleringsopptak;201 794;Kommunikasjon, kommunikasjon og medier, årsstudium;Kristiansand;MEDIEFAG;2020;33.5
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Suppleringsopptak;201 794;Kommunikasjon, kommunikasjon og medier, årsstudium;Kristiansand;MEDIEFAG;2020;9
Ordinær kvote;UIA;Poenggrense;Suppleringsopptak;201 794;Kommunikasjon, kommunikasjon og medier, årsstudium;Kristiansand;MEDIEFAG;2020;46.7
Ordinær kvote;UIA;Søkere på venteliste;Suppleringsopptak;201 794;Kommunikasjon, kommunikasjon og medier, årsstudium;Kristiansand;MEDIEFAG;2020;44
Førstegangsvitnemålskvote;UIA;Poenggrense;Hovedopptak;201 850;Kommunikasjon, kommunikasjon og medier, bachelor;Kristiansand;MEDIEFAG;2020;38.1
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Hovedopptak;201 850;Kommunikasjon, kommunikasjon og medier, bachelor;Kristiansand;MEDIEFAG;2020;49
Ordinær kvote;UIA;Poenggrense;Hovedopptak;201 850;Kommunikasjon, kommunikasjon og medier, bachelor;Kristiansand;MEDIEFAG;2020;43.8
Ordinær kvote;UIA;Søkere på venteliste;Hovedopptak;201 850;Kommunikasjon, kommunikasjon og medier, bachelor;Kristiansand;MEDIEFAG;2020;122
Førstegangsvitnemålskvote;UIA;Poenggrense;Suppleringsopptak;201 850;Kommunikasjon, kommunikasjon og medier, bachelor;Kristiansand;MEDIEFAG;2020;38.1
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Suppleringsopptak;201 850;Kommunikasjon, kommunikasjon og medier, bachelor;Kristiansand;MEDIEFAG;2020;28
Ordinær kvote;UIA;Poenggrense;Suppleringsopptak;201 850;Kommunikasjon, kommunikasjon og medier, bachelor;Kristiansand;MEDIEFAG;2020;43.7
Ordinær kvote;UIA;Søkere på venteliste;Suppleringsopptak;201 850;Kommunikasjon, kommunikasjon og medier, bachelor;Kristiansand;MEDIEFAG;2020;65
Førstegangsvitnemålskvote;NLA;Poenggrense;Hovedopptak;254 088;Kommunikasjon, livssyn, kristen apologetikk;Kristiansand;HISTORIE;2020;0
Førstegangsvitnemålskvote;NLA;Søkere på venteliste;Hovedopptak;254 088;Kommunikasjon, livssyn, kristen apologetikk;Kristiansand;HISTORIE;2020;0
Ordinær kvote;NLA;Poenggrense;Hovedopptak;254 088;Kommunikasjon, livssyn, kristen apologetikk;Kristiansand;HISTORIE;2020;0
Ordinær kvote;NLA;Søkere på venteliste;Hovedopptak;254 088;Kommunikasjon, livssyn, kristen apologetikk;Kristiansand;HISTORIE;2020;0
Førstegangsvitnemålskvote;NLA;Poenggrense;Suppleringsopptak;254 088;Kommunikasjon, livssyn, kristen apologetikk;Kristiansand;HISTORIE;2020;0
Førstegangsvitnemålskvote;NLA;Søkere på venteliste;Suppleringsopptak;254 088;Kommunikasjon, livssyn, kristen apologetikk;Kristiansand;HISTORIE;2020;0
Ordinær kvote;NLA;Poenggrense;Suppleringsopptak;254 088;Kommunikasjon, livssyn, kristen apologetikk;Kristiansand;HISTORIE;2020;0
Ordinær kvote;NLA;Søkere på venteliste;Suppleringsopptak;254 088;Kommunikasjon, livssyn, kristen apologetikk;Kristiansand;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIA;Poenggrense;Hovedopptak;201 663;Kommunikasjon, medieproduksjon, årsstudium;Kristiansand;MEDIEFAG;2020;45
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Hovedopptak;201 663;Kommunikasjon, medieproduksjon, årsstudium;Kristiansand;MEDIEFAG;2020;43
Ordinær kvote;UIA;Poenggrense;Hovedopptak;201 663;Kommunikasjon, medieproduksjon, årsstudium;Kristiansand;MEDIEFAG;2020;51.8
Ordinær kvote;UIA;Søkere på venteliste;Hovedopptak;201 663;Kommunikasjon, medieproduksjon, årsstudium;Kristiansand;MEDIEFAG;2020;102
Førstegangsvitnemålskvote;UIA;Poenggrense;Suppleringsopptak;201 663;Kommunikasjon, medieproduksjon, årsstudium;Kristiansand;MEDIEFAG;2020;45
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Suppleringsopptak;201 663;Kommunikasjon, medieproduksjon, årsstudium;Kristiansand;MEDIEFAG;2020;26
Ordinær kvote;UIA;Poenggrense;Suppleringsopptak;201 663;Kommunikasjon, medieproduksjon, årsstudium;Kristiansand;MEDIEFAG;2020;50.8
Ordinær kvote;UIA;Søkere på venteliste;Suppleringsopptak;201 663;Kommunikasjon, medieproduksjon, årsstudium;Kristiansand;MEDIEFAG;2020;54
Førstegangsvitnemålskvote;UIA;Poenggrense;Hovedopptak;201 851;Kommunikasjon, medieproduksjon, bachelor;Kristiansand;MEDIEFAG;2020;45.4
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Hovedopptak;201 851;Kommunikasjon, medieproduksjon, bachelor;Kristiansand;MEDIEFAG;2020;71
Ordinær kvote;UIA;Poenggrense;Hovedopptak;201 851;Kommunikasjon, medieproduksjon, bachelor;Kristiansand;MEDIEFAG;2020;49.8
Ordinær kvote;UIA;Søkere på venteliste;Hovedopptak;201 851;Kommunikasjon, medieproduksjon, bachelor;Kristiansand;MEDIEFAG;2020;135
Førstegangsvitnemålskvote;UIA;Poenggrense;Suppleringsopptak;201 851;Kommunikasjon, medieproduksjon, bachelor;Kristiansand;MEDIEFAG;2020;45.4
Førstegangsvitnemålskvote;UIA;Søkere på venteliste;Suppleringsopptak;201 851;Kommunikasjon, medieproduksjon, bachelor;Kristiansand;MEDIEFAG;2020;34
Ordinær kvote;UIA;Poenggrense;Suppleringsopptak;201 851;Kommunikasjon, medieproduksjon, bachelor;Kristiansand;MEDIEFAG;2020;49.8
Ordinær kvote;UIA;Søkere på venteliste;Suppleringsopptak;201 851;Kommunikasjon, medieproduksjon, bachelor;Kristiansand;MEDIEFAG;2020;62
Førstegangsvitnemålskvote;UIS;Poenggrense;Hovedopptak;217 755;Konstruksjoner og materialer;Stavanger;TEKNO - SIVING;2020;0
Førstegangsvitnemålskvote;UIS;Søkere på venteliste;Hovedopptak;217 755;Konstruksjoner og materialer;Stavanger;TEKNO - SIVING;2020;0
Ordinær kvote;UIS;Poenggrense;Hovedopptak;217 755;Konstruksjoner og materialer;Stavanger;TEKNO - SIVING;2020;0
Ordinær kvote;UIS;Søkere på venteliste;Hovedopptak;217 755;Konstruksjoner og materialer;Stavanger;TEKNO - SIVING;2020;0
Førstegangsvitnemålskvote;UIS;Poenggrense;Suppleringsopptak;217 755;Konstruksjoner og materialer;Stavanger;TEKNO - SIVING;2020;0
Førstegangsvitnemålskvote;UIS;Søkere på venteliste;Suppleringsopptak;217 755;Konstruksjoner og materialer;Stavanger;TEKNO - SIVING;2020;0
Ordinær kvote;UIS;Poenggrense;Suppleringsopptak;217 755;Konstruksjoner og materialer;Stavanger;TEKNO - SIVING;2020;0
Ordinær kvote;UIS;Søkere på venteliste;Suppleringsopptak;217 755;Konstruksjoner og materialer;Stavanger;TEKNO - SIVING;2020;0
Førstegangsvitnemålskvote;UIO;Poenggrense;Hovedopptak;185 751;Kriminologi, årsstudium;Oslo;SAMFUNN;2020;54.7
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Hovedopptak;185 751;Kriminologi, årsstudium;Oslo;SAMFUNN;2020;1,656
Ordinær kvote;UIO;Poenggrense;Hovedopptak;185 751;Kriminologi, årsstudium;Oslo;SAMFUNN;2020;62
Ordinær kvote;UIO;Søkere på venteliste;Hovedopptak;185 751;Kriminologi, årsstudium;Oslo;SAMFUNN;2020;3,127
Førstegangsvitnemålskvote;UIO;Poenggrense;Suppleringsopptak;185 751;Kriminologi, årsstudium;Oslo;SAMFUNN;2020;54.7
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Suppleringsopptak;185 751;Kriminologi, årsstudium;Oslo;SAMFUNN;2020;796
Ordinær kvote;UIO;Poenggrense;Suppleringsopptak;185 751;Kriminologi, årsstudium;Oslo;SAMFUNN;2020;62
Ordinær kvote;UIO;Søkere på venteliste;Suppleringsopptak;185 751;Kriminologi, årsstudium;Oslo;SAMFUNN;2020;1,536
Førstegangsvitnemålskvote;UIO;Poenggrense;Hovedopptak;185 874;Kriminologi, bachelor;Oslo;SAMFUNN;2020;53
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Hovedopptak;185 874;Kriminologi, bachelor;Oslo;SAMFUNN;2020;1,217
Ordinær kvote;UIO;Poenggrense;Hovedopptak;185 874;Kriminologi, bachelor;Oslo;SAMFUNN;2020;58
Ordinær kvote;UIO;Søkere på venteliste;Hovedopptak;185 874;Kriminologi, bachelor;Oslo;SAMFUNN;2020;1,962
Førstegangsvitnemålskvote;UIO;Poenggrense;Suppleringsopptak;185 874;Kriminologi, bachelor;Oslo;SAMFUNN;2020;53
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Suppleringsopptak;185 874;Kriminologi, bachelor;Oslo;SAMFUNN;2020;679
Ordinær kvote;UIO;Poenggrense;Suppleringsopptak;185 874;Kriminologi, bachelor;Oslo;SAMFUNN;2020;58
Ordinær kvote;UIO;Søkere på venteliste;Suppleringsopptak;185 874;Kriminologi, bachelor;Oslo;SAMFUNN;2020;1,113
Førstegangsvitnemålskvote;INN;Poenggrense;Hovedopptak;209 239;Krisehåndtering, deltid;Åmot;SAMFUNN;2020;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Hovedopptak;209 239;Krisehåndtering, deltid;Åmot;SAMFUNN;2020;0
Ordinær kvote;INN;Poenggrense;Hovedopptak;209 239;Krisehåndtering, deltid;Åmot;SAMFUNN;2020;53.7
Ordinær kvote;INN;Søkere på venteliste;Hovedopptak;209 239;Krisehåndtering, deltid;Åmot;SAMFUNN;2020;414
Førstegangsvitnemålskvote;INN;Poenggrense;Suppleringsopptak;209 239;Krisehåndtering, deltid;Åmot;SAMFUNN;2020;0
Førstegangsvitnemålskvote;INN;Søkere på venteliste;Suppleringsopptak;209 239;Krisehåndtering, deltid;Åmot;SAMFUNN;2020;0
Ordinær kvote;INN;Poenggrense;Suppleringsopptak;209 239;Krisehåndtering, deltid;Åmot;SAMFUNN;2020;53.2
Ordinær kvote;INN;Søkere på venteliste;Suppleringsopptak;209 239;Krisehåndtering, deltid;Åmot;SAMFUNN;2020;223
Førstegangsvitnemålskvote;UIO;Poenggrense;Hovedopptak;185 626;Kristendom og islam;Oslo;HISTORIE;2020;39.3
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Hovedopptak;185 626;Kristendom og islam;Oslo;HISTORIE;2020;6
Ordinær kvote;UIO;Poenggrense;Hovedopptak;185 626;Kristendom og islam;Oslo;HISTORIE;2020;51.3
Ordinær kvote;UIO;Søkere på venteliste;Hovedopptak;185 626;Kristendom og islam;Oslo;HISTORIE;2020;47
Førstegangsvitnemålskvote;UIO;Poenggrense;Suppleringsopptak;185 626;Kristendom og islam;Oslo;HISTORIE;2020;0
Førstegangsvitnemålskvote;UIO;Søkere på venteliste;Suppleringsopptak;185 626;Kristendom og islam;Oslo;HISTORIE;2020;0
Ordinær kvote;UIO;Poenggrense;Suppleringsopptak;185 626;Kristendom og islam;Oslo;HISTORIE;2020;43.6
Ordinær kvote;UIO;Søkere på venteliste;Suppleringsopptak;185 626;Kristendom og islam;Oslo;HISTORIE;2020;8
Førstegangsvitnemålskvote;AHS;Poenggrense;Hovedopptak;255 196;Kristendom, religion, livssyn og etikk;Kristiansand;HISTORIE;2020;0
